time stamp	lon	lat	alt	head
1582662683.5	-80.581	33.519	17831	-53.6
1582662684.0	-80.582	33.519	17833	-53.6
1582662684.5	-80.583	33.520	17834	-53.6
1582662685.0	-80.584	33.520	17836	-53.6
1582662685.5	-80.584	33.521	17836	-53.7
1582662686.0	-80.586	33.522	17838	-53.7
1582662686.5	-80.586	33.522	17839	-53.6
1582662687.0	-80.587	33.523	17841	-53.7
1582662687.5	-80.588	33.523	17842	-53.7
1582662688.0	-80.589	33.524	17844	-53.7
1582662688.5	-80.589	33.524	17844	-53.7
1582662689.0	-80.590	33.525	17846	-53.8
1582662689.5	-80.591	33.526	17847	-53.8
1582662690.0	-80.592	33.526	17849	-53.8
1582662690.5	-80.593	33.527	17850	-53.8
1582662691.0	-80.593	33.527	17852	-53.8
1582662691.5	-80.594	33.528	17853	-53.8
1582662692.0	-80.595	33.528	17855	-53.8
1582662692.5	-80.596	33.529	17856	-53.9
1582662693.0	-80.596	33.530	17858	-53.9
1582662693.5	-80.597	33.530	17859	-53.9
1582662694.0	-80.598	33.531	17862	-53.9
1582662694.5	-80.599	33.531	17863	-53.9
1582662695.0	-80.600	33.532	17866	-53.9
1582662695.5	-80.601	33.533	17867	-53.9
1582662696.0	-80.601	33.533	17870	-53.9
1582662696.5	-80.602	33.534	17871	-53.9
1582662697.0	-80.603	33.534	17875	-54.0
1582662697.5	-80.604	33.535	17876	-54.0
1582662698.0	-80.605	33.535	17880	-54.0
1582662698.5	-80.605	33.536	17881	-54.0
1582662699.0	-80.606	33.537	17885	-54.0
1582662699.5	-80.607	33.537	17886	-54.0
1582662700.0	-80.608	33.538	17890	-54.0
1582662700.5	-80.609	33.538	17892	-54.0
1582662701.0	-80.609	33.539	17896	-54.0
1582662701.5	-80.610	33.539	17897	-54.0
1582662702.0	-80.611	33.540	17902	-54.1
1582662702.5	-80.612	33.541	17903	-54.1
1582662703.0	-80.612	33.541	17908	-54.1
1582662703.5	-80.613	33.542	17909	-54.2
1582662704.0	-80.614	33.542	17914	-54.2
1582662704.5	-80.615	33.543	17915	-54.2
1582662705.0	-80.616	33.543	17919	-54.2
1582662705.5	-80.616	33.544	17921	-54.2
1582662706.0	-80.617	33.545	17925	-54.2
1582662706.5	-80.618	33.545	17926	-54.2
1582662707.0	-80.619	33.546	17930	-54.2
1582662707.5	-80.619	33.546	17931	-54.2
1582662708.0	-80.620	33.547	17934	-54.3
1582662708.5	-80.621	33.548	17936	-54.3
1582662709.0	-80.622	33.548	17939	-54.3
1582662709.5	-80.623	33.549	17940	-54.3
1582662710.0	-80.624	33.549	17943	-54.3
1582662710.5	-80.624	33.550	17944	-54.3
1582662711.0	-80.625	33.550	17946	-54.4
1582662711.5	-80.626	33.551	17947	-54.4
1582662712.0	-80.627	33.552	17949	-54.4
1582662712.5	-80.628	33.552	17950	-54.4
1582662713.0	-80.628	33.553	17952	-54.4
1582662713.5	-80.629	33.553	17952	-54.4
1582662714.0	-80.630	33.554	17954	-54.4
1582662714.5	-80.631	33.554	17954	-54.4
1582662715.0	-80.631	33.555	17956	-54.4
1582662715.5	-80.632	33.555	17956	-54.4
1582662716.0	-80.633	33.556	17958	-54.4
1582662716.5	-80.634	33.557	17958	-54.4
1582662717.0	-80.635	33.557	17959	-54.4
1582662717.5	-80.636	33.558	17960	-54.4
1582662718.0	-80.636	33.558	17961	-54.4
1582662718.5	-80.637	33.559	17961	-54.4
1582662719.0	-80.638	33.560	17962	-54.4
1582662719.5	-80.639	33.560	17962	-54.4
1582662720.0	-80.640	33.561	17963	-54.4
1582662720.5	-80.640	33.561	17964	-54.3
1582662721.0	-80.641	33.562	17965	-54.3
1582662721.5	-80.642	33.562	17965	-54.3
1582662722.0	-80.643	33.563	17966	-54.4
1582662722.5	-80.644	33.564	17967	-54.4
1582662723.0	-80.644	33.564	17968	-54.4
1582662723.5	-80.645	33.565	17968	-54.4
1582662724.0	-80.646	33.565	17970	-54.4
1582662724.5	-80.647	33.566	17971	-54.4
1582662725.0	-80.647	33.566	17972	-54.4
1582662725.5	-80.648	33.567	17973	-54.4
1582662726.0	-80.649	33.568	17975	-54.4
1582662726.5	-80.650	33.568	17975	-54.4
1582662727.0	-80.651	33.569	17977	-54.4
1582662727.5	-80.651	33.569	17978	-54.4
1582662728.0	-80.652	33.570	17980	-54.3
1582662728.5	-80.653	33.570	17981	-54.3
1582662729.0	-80.654	33.571	17983	-54.3
1582662729.5	-80.655	33.572	17984	-54.3
1582662730.0	-80.656	33.572	17987	-54.4
1582662730.5	-80.656	33.573	17988	-54.4
1582662731.0	-80.657	33.573	17991	-54.4
1582662731.5	-80.658	33.574	17991	-54.4
1582662732.0	-80.659	33.574	17994	-54.4
1582662732.5	-80.659	33.575	17995	-54.4
1582662733.0	-80.660	33.576	17997	-54.4
1582662733.5	-80.661	33.576	17998	-54.4
1582662734.0	-80.662	33.577	18001	-54.4
1582662734.5	-80.663	33.577	18001	-54.4
1582662735.0	-80.663	33.578	18003	-54.4
1582662735.5	-80.664	33.578	18004	-54.4
1582662736.0	-80.665	33.579	18007	-54.5
1582662736.5	-80.666	33.580	18007	-54.5
1582662737.0	-80.667	33.580	18009	-54.5
1582662737.5	-80.667	33.581	18010	-54.5
1582662738.0	-80.668	33.581	18012	-54.5
1582662738.5	-80.669	33.582	18013	-54.5
1582662739.0	-80.670	33.583	18015	-54.5
1582662739.5	-80.671	33.583	18015	-54.5
1582662740.0	-80.671	33.584	18017	-54.5
1582662740.5	-80.672	33.584	18018	-54.5
1582662741.0	-80.673	33.585	18020	-54.5
1582662741.5	-80.674	33.585	18021	-54.5
1582662742.0	-80.675	33.586	18023	-54.5
1582662742.5	-80.675	33.587	18024	-54.5
1582662743.0	-80.676	33.587	18025	-54.5
1582662743.5	-80.677	33.588	18026	-54.5
1582662744.0	-80.678	33.588	18028	-54.5
1582662744.5	-80.679	33.589	18029	-54.5
1582662745.0	-80.679	33.589	18030	-54.5
1582662745.5	-80.680	33.590	18031	-54.5
1582662746.0	-80.681	33.591	18033	-54.5
1582662746.5	-80.682	33.591	18033	-54.5
1582662747.0	-80.682	33.592	18035	-54.5
1582662747.5	-80.683	33.592	18035	-54.5
1582662748.0	-80.684	33.593	18037	-54.5
1582662748.5	-80.685	33.593	18037	-54.4
1582662749.0	-80.686	33.594	18039	-54.4
1582662749.5	-80.687	33.595	18039	-54.4
1582662750.0	-80.687	33.595	18041	-54.4
1582662750.5	-80.688	33.596	18042	-54.4
1582662751.0	-80.689	33.596	18043	-54.4
1582662751.5	-80.690	33.597	18044	-54.5
1582662752.0	-80.691	33.597	18046	-54.5
1582662752.5	-80.691	33.598	18046	-54.5
1582662753.0	-80.692	33.599	18048	-54.5
1582662753.5	-80.693	33.599	18049	-54.5
1582662754.0	-80.694	33.600	18051	-54.5
1582662754.5	-80.694	33.600	18052	-54.5
1582662755.0	-80.695	33.601	18054	-54.5
1582662755.5	-80.696	33.601	18054	-54.6
1582662756.0	-80.697	33.602	18056	-54.6
1582662756.5	-80.698	33.603	18057	-54.6
1582662757.0	-80.699	33.603	18059	-54.6
1582662757.5	-80.699	33.604	18059	-54.6
1582662758.0	-80.700	33.604	18061	-54.6
1582662758.5	-80.701	33.605	18062	-54.6
1582662759.0	-80.702	33.606	18064	-54.6
1582662759.5	-80.703	33.606	18064	-54.6
1582662760.0	-80.703	33.607	18066	-54.6
1582662760.5	-80.704	33.607	18066	-54.6
1582662761.0	-80.705	33.608	18068	-54.6
1582662761.5	-80.706	33.608	18068	-54.6
1582662762.0	-80.707	33.609	18070	-54.6
1582662762.5	-80.707	33.610	18070	-54.6
1582662763.0	-80.708	33.610	18072	-54.7
1582662763.5	-80.709	33.611	18072	-54.7
1582662764.0	-80.710	33.611	18074	-54.7
1582662764.5	-80.710	33.612	18074	-54.7
1582662765.0	-80.711	33.612	18076	-54.7
1582662765.5	-80.712	33.613	18076	-54.7
1582662766.0	-80.713	33.614	18078	-54.6
1582662766.5	-80.714	33.614	18079	-54.6
1582662767.0	-80.715	33.615	18081	-54.6
1582662767.5	-80.715	33.615	18082	-54.6
1582662768.0	-80.716	33.616	18084	-54.6
1582662768.5	-80.717	33.616	18084	-54.5
1582662769.0	-80.718	33.617	18087	-54.5
1582662769.5	-80.719	33.618	18088	-54.5
1582662770.0	-80.719	33.618	18090	-54.5
1582662770.5	-80.720	33.619	18091	-54.5
1582662771.0	-80.721	33.619	18094	-54.5
1582662771.5	-80.722	33.620	18095	-54.4
1582662772.0	-80.722	33.620	18098	-54.4
1582662772.5	-80.723	33.621	18099	-54.4
1582662773.0	-80.724	33.622	18103	-54.3
1582662773.5	-80.725	33.622	18104	-54.3
1582662774.0	-80.726	33.623	18108	-54.2
1582662774.5	-80.727	33.623	18109	-54.2
1582662775.0	-80.727	33.624	18113	-54.2
1582662775.5	-80.728	33.625	18114	-54.1
1582662776.0	-80.729	33.625	18119	-54.1
1582662776.5	-80.730	33.626	18120	-54.0
1582662777.0	-80.731	33.626	18124	-54.0
1582662777.5	-80.731	33.627	18126	-54.0
1582662778.0	-80.732	33.627	18131	-53.9
1582662778.5	-80.733	33.628	18132	-53.9
1582662779.0	-80.734	33.629	18137	-53.8
1582662779.5	-80.734	33.629	18138	-53.8
1582662780.0	-80.735	33.630	18143	-53.8
1582662780.5	-80.736	33.630	18145	-53.7
1582662781.0	-80.737	33.631	18149	-53.7
1582662781.5	-80.738	33.631	18151	-53.6
1582662782.0	-80.738	33.632	18156	-53.5
1582662782.5	-80.739	33.633	18157	-53.5
1582662783.0	-80.740	33.633	18162	-53.4
1582662783.5	-80.741	33.634	18163	-53.4
1582662784.0	-80.742	33.634	18167	-53.3
1582662784.5	-80.742	33.635	18169	-53.3
1582662785.0	-80.743	33.635	18173	-53.3
1582662785.5	-80.744	33.636	18174	-53.2
1582662786.0	-80.745	33.637	18177	-53.2
1582662786.5	-80.746	33.637	18178	-53.2
1582662787.0	-80.746	33.638	18182	-53.2
1582662787.5	-80.747	33.638	18183	-53.2
1582662788.0	-80.748	33.639	18186	-53.1
1582662788.5	-80.749	33.639	18186	-53.1
1582662789.0	-80.750	33.640	18189	-53.1
1582662789.5	-80.750	33.641	18190	-53.1
1582662790.0	-80.751	33.641	18192	-53.1
1582662790.5	-80.752	33.642	18193	-53.1
1582662791.0	-80.753	33.642	18195	-53.1
1582662791.5	-80.754	33.643	18196	-53.1
1582662792.0	-80.754	33.643	18198	-53.1
1582662792.5	-80.755	33.644	18199	-53.1
1582662793.0	-80.756	33.644	18201	-53.1
1582662793.5	-80.757	33.645	18201	-53.1
1582662794.0	-80.757	33.646	18203	-53.1
1582662794.5	-80.758	33.646	18204	-53.1
1582662795.0	-80.759	33.647	18206	-53.2
1582662795.5	-80.760	33.647	18206	-53.2
1582662796.0	-80.761	33.648	18208	-53.2
1582662796.5	-80.761	33.648	18208	-53.2
1582662797.0	-80.762	33.649	18210	-53.2
1582662797.5	-80.763	33.650	18211	-53.3
1582662798.0	-80.764	33.650	18212	-53.3
1582662798.5	-80.764	33.651	18213	-53.3
1582662799.0	-80.765	33.651	18215	-53.3
1582662799.5	-80.766	33.652	18215	-53.4
1582662800.0	-80.767	33.652	18217	-53.4
1582662800.5	-80.768	33.653	18217	-53.4
1582662801.0	-80.768	33.654	18219	-53.4
1582662801.5	-80.769	33.654	18219	-53.4
1582662802.0	-80.770	33.655	18221	-53.4
1582662802.5	-80.771	33.655	18222	-53.4
1582662803.0	-80.772	33.656	18223	-53.4
1582662803.5	-80.773	33.656	18224	-53.4
1582662804.0	-80.773	33.657	18226	-53.4
1582662804.5	-80.774	33.658	18226	-53.4
1582662805.0	-80.775	33.658	18228	-53.4
1582662805.5	-80.776	33.659	18229	-53.5
1582662806.0	-80.777	33.659	18231	-53.5
1582662806.5	-80.777	33.660	18231	-53.5
1582662807.0	-80.778	33.660	18233	-53.5
1582662807.5	-80.779	33.661	18234	-53.5
1582662808.0	-80.780	33.662	18236	-53.5
1582662808.5	-80.781	33.662	18237	-53.5
1582662809.0	-80.781	33.663	18240	-53.5
1582662809.5	-80.782	33.663	18240	-53.5
1582662810.0	-80.783	33.664	18243	-53.5
1582662810.5	-80.784	33.664	18243	-53.5
1582662811.0	-80.784	33.665	18246	-53.5
1582662811.5	-80.785	33.666	18247	-53.5
1582662812.0	-80.786	33.666	18249	-53.5
1582662812.5	-80.787	33.667	18250	-53.5
1582662813.0	-80.787	33.667	18253	-53.5
1582662813.5	-80.788	33.668	18254	-53.5
1582662814.0	-80.789	33.668	18256	-53.5
1582662814.5	-80.790	33.669	18257	-53.5
1582662815.0	-80.791	33.670	18260	-53.5
1582662815.5	-80.791	33.670	18261	-53.5
1582662816.0	-80.792	33.671	18264	-53.5
1582662816.5	-80.793	33.671	18264	-53.4
1582662817.0	-80.794	33.672	18267	-53.4
1582662817.5	-80.795	33.672	18268	-53.5
1582662818.0	-80.796	33.673	18271	-53.5
1582662818.5	-80.796	33.674	18272	-53.5
1582662819.0	-80.797	33.674	18275	-53.5
1582662819.5	-80.798	33.675	18276	-53.5
1582662820.0	-80.799	33.675	18279	-53.5
1582662820.5	-80.800	33.676	18280	-53.5
1582662821.0	-80.800	33.676	18283	-53.5
1582662821.5	-80.801	33.677	18284	-53.5
1582662822.0	-80.802	33.678	18287	-53.5
1582662822.5	-80.803	33.678	18288	-53.6
1582662823.0	-80.803	33.679	18291	-53.6
1582662823.5	-80.804	33.679	18292	-53.6
1582662824.0	-80.805	33.680	18295	-53.6
1582662824.5	-80.806	33.680	18296	-53.6
1582662825.0	-80.807	33.681	18299	-53.6
1582662825.5	-80.807	33.682	18300	-53.6
1582662826.0	-80.808	33.682	18303	-53.6
1582662826.5	-80.809	33.683	18304	-53.6
1582662827.0	-80.810	33.683	18307	-53.6
1582662827.5	-80.811	33.684	18308	-53.6
1582662828.0	-80.811	33.684	18311	-53.6
1582662828.5	-80.812	33.685	18312	-53.6
1582662829.0	-80.813	33.685	18314	-53.6
1582662829.5	-80.814	33.686	18315	-53.6
1582662830.0	-80.814	33.687	18317	-53.5
1582662830.5	-80.815	33.687	18318	-53.5
1582662831.0	-80.816	33.688	18320	-53.5
1582662831.5	-80.817	33.688	18320	-53.5
1582662832.0	-80.817	33.689	18322	-53.5
1582662832.5	-80.818	33.689	18323	-53.5
1582662833.0	-80.819	33.690	18324	-53.5
1582662833.5	-80.820	33.691	18324	-53.5
1582662834.0	-80.821	33.691	18326	-53.6
1582662834.5	-80.821	33.692	18326	-53.6
1582662835.0	-80.822	33.692	18327	-53.6
1582662835.5	-80.823	33.693	18327	-53.6
1582662836.0	-80.824	33.693	18328	-53.6
1582662836.5	-80.825	33.694	18328	-53.6
1582662837.0	-80.826	33.695	18329	-53.6
1582662837.5	-80.826	33.695	18329	-53.6
1582662838.0	-80.827	33.696	18330	-53.6
1582662838.5	-80.828	33.696	18330	-53.6
1582662839.0	-80.829	33.697	18331	-53.6
1582662839.5	-80.830	33.697	18331	-53.6
1582662840.0	-80.830	33.698	18332	-53.6
1582662840.5	-80.831	33.699	18332	-53.7
1582662841.0	-80.832	33.699	18332	-53.7
1582662841.5	-80.833	33.700	18332	-53.7
1582662842.0	-80.834	33.700	18333	-53.7
1582662842.5	-80.834	33.701	18333	-53.7
1582662843.0	-80.835	33.701	18334	-53.7
1582662843.5	-80.836	33.702	18334	-53.7
1582662844.0	-80.837	33.703	18335	-53.7
1582662844.5	-80.837	33.703	18335	-53.7
1582662845.0	-80.838	33.704	18336	-53.7
1582662845.5	-80.839	33.704	18336	-53.7
1582662846.0	-80.840	33.705	18337	-53.8
1582662846.5	-80.840	33.705	18338	-53.8
1582662847.0	-80.841	33.706	18339	-53.8
1582662847.5	-80.842	33.707	18339	-53.7
1582662848.0	-80.843	33.707	18341	-53.7
1582662848.5	-80.844	33.708	18341	-53.7
1582662849.0	-80.845	33.708	18343	-53.7
1582662849.5	-80.845	33.709	18343	-53.8
1582662850.0	-80.846	33.709	18345	-53.8
1582662850.5	-80.847	33.710	18346	-53.8
1582662851.0	-80.848	33.710	18347	-53.8
1582662851.5	-80.849	33.711	18348	-53.8
1582662852.0	-80.849	33.712	18350	-53.8
1582662852.5	-80.850	33.712	18351	-53.8
1582662853.0	-80.851	33.713	18353	-53.8
1582662853.5	-80.852	33.713	18354	-53.8
1582662854.0	-80.853	33.714	18356	-53.8
1582662854.5	-80.853	33.714	18357	-53.8
1582662855.0	-80.854	33.715	18360	-53.8
1582662855.5	-80.855	33.716	18360	-53.8
1582662856.0	-80.856	33.716	18363	-53.8
1582662856.5	-80.857	33.717	18364	-53.8
1582662857.0	-80.857	33.717	18367	-53.8
1582662857.5	-80.858	33.718	18368	-53.7
1582662858.0	-80.859	33.718	18371	-53.7
1582662858.5	-80.860	33.719	18372	-53.7
1582662859.0	-80.860	33.720	18375	-53.7
1582662859.5	-80.861	33.720	18376	-53.7
