time stamp	lon	lat	alt	head
1582668268.0	-88.475	41.696	19810	66.2
1582668268.5	-88.474	41.696	19810	66.8
1582668269.0	-88.473	41.697	19808	67.3
1582668269.5	-88.471	41.697	19808	67.8
1582668270.0	-88.470	41.697	19806	68.4
1582668270.5	-88.469	41.698	19806	68.9
1582668271.0	-88.468	41.698	19804	69.4
1582668271.5	-88.467	41.698	19804	69.9
1582668272.0	-88.465	41.699	19801	70.4
1582668272.5	-88.464	41.699	19801	70.9
1582668273.0	-88.463	41.699	19799	71.4
1582668273.5	-88.462	41.700	19799	72.0
1582668274.0	-88.460	41.700	19797	72.5
1582668274.5	-88.459	41.700	19797	73.0
1582668275.0	-88.458	41.701	19795	73.5
1582668275.5	-88.457	41.701	19795	74.1
1582668276.0	-88.455	41.701	19793	74.6
1582668276.5	-88.454	41.702	19793	75.1
1582668277.0	-88.453	41.702	19791	75.6
1582668277.5	-88.452	41.702	19791	76.2
1582668278.0	-88.451	41.702	19789	76.7
1582668278.5	-88.449	41.703	19789	77.2
1582668279.0	-88.448	41.703	19787	77.7
1582668279.5	-88.447	41.703	19787	78.2
1582668280.0	-88.445	41.703	19785	78.7
1582668280.5	-88.444	41.703	19785	79.3
1582668281.0	-88.443	41.704	19784	79.8
1582668281.5	-88.442	41.704	19784	80.3
1582668282.0	-88.440	41.704	19782	80.8
1582668282.5	-88.439	41.704	19782	81.4
1582668283.0	-88.438	41.704	19781	81.9
1582668283.5	-88.436	41.705	19781	82.4
1582668284.0	-88.435	41.705	19780	82.9
1582668284.5	-88.434	41.705	19780	83.5
1582668285.0	-88.432	41.705	19778	84.0
1582668285.5	-88.431	41.705	19778	84.5
1582668286.0	-88.430	41.705	19778	85.0
1582668286.5	-88.429	41.705	19778	85.6
1582668287.0	-88.427	41.705	19777	86.1
1582668287.5	-88.426	41.705	19777	86.6
1582668288.0	-88.425	41.706	19776	87.1
1582668288.5	-88.423	41.706	19776	87.7
1582668289.0	-88.422	41.706	19775	88.2
1582668289.5	-88.421	41.706	19775	88.7
1582668290.0	-88.420	41.706	19774	89.2
1582668290.5	-88.418	41.706	19774	89.7
1582668291.0	-88.417	41.706	19774	90.2
1582668291.5	-88.416	41.706	19774	90.8
1582668292.0	-88.414	41.706	19774	91.3
1582668292.5	-88.413	41.706	19774	91.8
1582668293.0	-88.412	41.706	19773	92.3
1582668293.5	-88.410	41.706	19773	92.9
1582668294.0	-88.409	41.706	19773	93.4
1582668294.5	-88.408	41.706	19773	93.9
1582668295.0	-88.407	41.706	19772	94.4
1582668295.5	-88.405	41.706	19772	94.9
1582668296.0	-88.404	41.706	19772	95.5
1582668296.5	-88.403	41.706	19772	96.0
1582668297.0	-88.401	41.705	19772	96.5
1582668297.5	-88.400	41.705	19772	97.0
1582668298.0	-88.399	41.705	19771	97.6
1582668298.5	-88.398	41.705	19771	98.1
1582668299.0	-88.396	41.705	19771	98.6
1582668299.5	-88.395	41.705	19771	99.1
1582668300.0	-88.394	41.705	19771	99.6
1582668300.5	-88.392	41.705	19771	100.2
1582668301.0	-88.391	41.705	19771	100.7
1582668301.5	-88.390	41.704	19771	101.2
1582668302.0	-88.388	41.704	19771	101.7
1582668302.5	-88.387	41.704	19771	102.2
1582668303.0	-88.386	41.704	19770	102.7
1582668303.5	-88.385	41.704	19770	103.3
1582668304.0	-88.383	41.703	19770	103.8
1582668304.5	-88.382	41.703	19770	104.3
1582668305.0	-88.381	41.703	19770	104.8
1582668305.5	-88.379	41.703	19770	105.4
1582668306.0	-88.378	41.703	19770	105.9
1582668306.5	-88.377	41.702	19770	106.4
1582668307.0	-88.376	41.702	19770	107.0
1582668307.5	-88.374	41.702	19770	107.5
1582668308.0	-88.373	41.702	19770	108.0
1582668308.5	-88.372	41.701	19770	108.5
1582668309.0	-88.371	41.701	19770	109.1
1582668309.5	-88.369	41.701	19770	109.6
1582668310.0	-88.368	41.700	19770	110.1
1582668310.5	-88.367	41.700	19770	110.6
1582668311.0	-88.366	41.700	19770	111.2
1582668311.5	-88.365	41.700	19770	111.7
1582668312.0	-88.364	41.699	19770	112.2
1582668312.5	-88.362	41.699	19770	112.8
1582668313.0	-88.361	41.699	19770	113.3
1582668313.5	-88.360	41.698	19770	113.8
1582668314.0	-88.359	41.698	19770	114.3
1582668314.5	-88.358	41.697	19770	114.9
1582668315.0	-88.356	41.697	19770	115.4
1582668315.5	-88.355	41.697	19770	115.9
1582668316.0	-88.354	41.696	19770	116.4
1582668316.5	-88.353	41.696	19770	116.9
1582668317.0	-88.351	41.695	19770	117.4
1582668317.5	-88.350	41.695	19770	117.9
1582668318.0	-88.349	41.695	19769	118.4
1582668318.5	-88.348	41.694	19769	119.0
1582668319.0	-88.347	41.694	19769	119.5
1582668319.5	-88.346	41.693	19769	120.0
1582668320.0	-88.345	41.693	19769	120.6
1582668320.5	-88.343	41.692	19769	121.1
1582668321.0	-88.342	41.692	19769	121.6
1582668321.5	-88.341	41.691	19769	122.2
1582668322.0	-88.340	41.691	19769	122.7
1582668322.5	-88.339	41.691	19769	123.3
1582668323.0	-88.338	41.690	19769	123.8
1582668323.5	-88.337	41.690	19769	124.4
1582668324.0	-88.336	41.689	19770	124.9
1582668324.5	-88.335	41.689	19770	125.4
1582668325.0	-88.334	41.688	19771	125.9
1582668325.5	-88.333	41.687	19771	126.4
1582668326.0	-88.332	41.687	19772	126.9
1582668326.5	-88.330	41.686	19772	127.5
1582668327.0	-88.329	41.686	19773	128.0
1582668327.5	-88.328	41.685	19773	128.5
1582668328.0	-88.327	41.685	19774	129.1
1582668328.5	-88.326	41.684	19774	129.6
1582668329.0	-88.325	41.684	19776	130.1
1582668329.5	-88.324	41.683	19776	130.7
1582668330.0	-88.323	41.682	19777	131.2
1582668330.5	-88.322	41.682	19777	131.7
1582668331.0	-88.321	41.681	19778	132.2
1582668331.5	-88.320	41.681	19778	132.8
1582668332.0	-88.319	41.680	19780	133.3
1582668332.5	-88.318	41.679	19780	133.8
1582668333.0	-88.318	41.679	19781	134.4
1582668333.5	-88.316	41.678	19781	134.9
1582668334.0	-88.316	41.677	19782	135.4
1582668334.5	-88.315	41.677	19782	135.9
1582668335.0	-88.314	41.676	19783	136.4
1582668335.5	-88.313	41.675	19783	136.9
1582668336.0	-88.312	41.675	19784	137.4
1582668336.5	-88.311	41.674	19784	138.0
1582668337.0	-88.310	41.673	19785	138.5
1582668337.5	-88.309	41.673	19785	139.0
1582668338.0	-88.308	41.672	19786	139.5
1582668338.5	-88.307	41.671	19786	140.0
1582668339.0	-88.307	41.671	19788	140.4
1582668339.5	-88.306	41.670	19788	141.0
1582668340.0	-88.305	41.669	19789	141.5
1582668340.5	-88.304	41.669	19789	142.0
1582668341.0	-88.303	41.668	19790	142.5
1582668341.5	-88.303	41.667	19790	143.0
1582668342.0	-88.302	41.666	19791	143.5
1582668342.5	-88.301	41.666	19791	144.0
1582668343.0	-88.300	41.665	19792	144.6
1582668343.5	-88.299	41.664	19792	145.1
1582668344.0	-88.299	41.663	19793	145.6
1582668344.5	-88.298	41.663	19793	146.2
1582668345.0	-88.297	41.662	19795	146.7
1582668345.5	-88.297	41.661	19795	147.2
1582668346.0	-88.296	41.660	19796	147.7
1582668346.5	-88.295	41.660	19796	148.3
1582668347.0	-88.294	41.659	19798	148.8
1582668347.5	-88.294	41.658	19798	149.3
1582668348.0	-88.293	41.657	19799	149.8
1582668348.5	-88.292	41.656	19799	150.3
1582668349.0	-88.292	41.656	19800	150.8
1582668349.5	-88.291	41.655	19800	151.3
1582668350.0	-88.290	41.654	19802	151.8
1582668350.5	-88.290	41.653	19802	152.4
1582668351.0	-88.289	41.652	19803	152.9
1582668351.5	-88.288	41.652	19803	153.4
1582668352.0	-88.288	41.651	19804	153.9
1582668352.5	-88.287	41.650	19804	154.4
1582668353.0	-88.287	41.649	19804	155.0
1582668353.5	-88.286	41.648	19804	155.6
1582668354.0	-88.286	41.648	19804	156.1
1582668354.5	-88.285	41.647	19804	156.7
1582668355.0	-88.285	41.646	19805	157.3
1582668355.5	-88.284	41.645	19805	157.8
1582668356.0	-88.284	41.644	19805	158.1
1582668356.5	-88.283	41.643	19805	158.4
1582668357.0	-88.282	41.642	19805	158.5
1582668357.5	-88.282	41.642	19805	158.6
1582668358.0	-88.281	41.641	19805	158.7
1582668358.5	-88.281	41.640	19805	158.7
1582668359.0	-88.280	41.639	19806	158.6
1582668359.5	-88.279	41.638	19806	158.3
1582668360.0	-88.279	41.637	19807	158.1
1582668360.5	-88.278	41.637	19807	157.7
1582668361.0	-88.278	41.636	19808	157.4
1582668361.5	-88.277	41.635	19808	157.0
1582668362.0	-88.277	41.634	19808	156.6
1582668362.5	-88.276	41.633	19808	156.2
1582668363.0	-88.276	41.633	19809	155.8
1582668363.5	-88.275	41.632	19809	155.3
1582668364.0	-88.274	41.631	19809	154.9
1582668364.5	-88.274	41.630	19809	154.4
1582668365.0	-88.273	41.629	19809	153.9
1582668365.5	-88.273	41.628	19809	153.4
1582668366.0	-88.272	41.628	19809	153.0
1582668366.5	-88.272	41.627	19809	152.7
1582668367.0	-88.271	41.626	19809	152.4
1582668367.5	-88.270	41.625	19809	152.2
1582668368.0	-88.270	41.624	19809	152.0
1582668368.5	-88.269	41.624	19809	152.0
1582668369.0	-88.268	41.623	19808	151.9
1582668369.5	-88.268	41.622	19808	151.9
1582668370.0	-88.267	41.621	19808	151.9
1582668370.5	-88.266	41.620	19808	151.8
1582668371.0	-88.266	41.619	19807	151.7
1582668371.5	-88.265	41.619	19807	151.6
1582668372.0	-88.265	41.618	19806	151.5
1582668372.5	-88.264	41.617	19806	151.4
1582668373.0	-88.263	41.616	19805	151.2
1582668373.5	-88.263	41.615	19805	151.1
1582668374.0	-88.262	41.615	19805	150.9
1582668374.5	-88.262	41.614	19805	150.7
1582668375.0	-88.261	41.613	19804	150.5
1582668375.5	-88.260	41.612	19804	150.3
1582668376.0	-88.260	41.611	19802	150.2
1582668376.5	-88.259	41.611	19802	150.1
1582668377.0	-88.258	41.610	19801	150.1
1582668377.5	-88.258	41.609	19801	150.1
1582668378.0	-88.257	41.608	19800	150.1
1582668378.5	-88.256	41.607	19800	150.1
1582668379.0	-88.256	41.607	19798	150.1
1582668379.5	-88.255	41.606	19798	150.2
1582668380.0	-88.254	41.605	19796	150.2
1582668380.5	-88.254	41.604	19796	150.2
1582668381.0	-88.253	41.603	19795	150.3
1582668381.5	-88.252	41.603	19795	150.3
1582668382.0	-88.252	41.602	19794	150.4
1582668382.5	-88.251	41.601	19794	150.4
1582668383.0	-88.251	41.600	19792	150.5
1582668383.5	-88.250	41.599	19792	150.6
1582668384.0	-88.249	41.599	19791	150.6
1582668384.5	-88.249	41.598	19791	150.7
1582668385.0	-88.248	41.597	19790	150.7
1582668385.5	-88.247	41.596	19790	150.8
1582668386.0	-88.247	41.595	19789	150.8
1582668386.5	-88.246	41.595	19789	150.8
1582668387.0	-88.245	41.594	19788	150.9
1582668387.5	-88.245	41.593	19788	150.9
1582668388.0	-88.244	41.592	19787	150.9
1582668388.5	-88.243	41.591	19787	151.0
1582668389.0	-88.243	41.591	19786	151.0
1582668389.5	-88.242	41.590	19786	151.0
1582668390.0	-88.241	41.589	19786	151.0
1582668390.5	-88.241	41.588	19786	151.0
1582668391.0	-88.240	41.587	19786	151.0
1582668391.5	-88.240	41.587	19786	151.0
1582668392.0	-88.239	41.586	19786	151.0
1582668392.5	-88.238	41.585	19786	151.0
1582668393.0	-88.238	41.584	19786	151.0
1582668393.5	-88.237	41.583	19786	151.0
1582668394.0	-88.236	41.583	19786	151.0
1582668394.5	-88.236	41.582	19786	151.0
1582668395.0	-88.235	41.581	19787	151.0
1582668395.5	-88.234	41.580	19787	151.0
1582668396.0	-88.234	41.579	19787	151.0
1582668396.5	-88.233	41.578	19787	151.0
1582668397.0	-88.233	41.578	19787	151.0
1582668397.5	-88.232	41.577	19787	151.0
1582668398.0	-88.231	41.576	19788	151.0
1582668398.5	-88.230	41.575	19788	151.0
1582668399.0	-88.230	41.574	19788	151.1
1582668399.5	-88.229	41.574	19788	151.1
1582668400.0	-88.229	41.573	19789	151.1
1582668400.5	-88.228	41.572	19789	151.1
1582668401.0	-88.227	41.571	19790	151.1
1582668401.5	-88.227	41.570	19790	151.1
1582668402.0	-88.226	41.570	19790	151.1
1582668402.5	-88.225	41.569	19790	151.0
1582668403.0	-88.225	41.568	19791	151.0
1582668403.5	-88.224	41.567	19791	151.0
1582668404.0	-88.223	41.566	19792	151.0
1582668404.5	-88.223	41.566	19792	151.0
1582668405.0	-88.222	41.565	19792	151.0
1582668405.5	-88.222	41.564	19792	151.0
1582668406.0	-88.221	41.563	19793	151.0
1582668406.5	-88.220	41.562	19793	151.0
1582668407.0	-88.220	41.562	19794	151.1
1582668407.5	-88.219	41.561	19794	151.1
1582668408.0	-88.218	41.560	19794	151.1
1582668408.5	-88.218	41.559	19794	151.1
1582668409.0	-88.217	41.558	19795	151.1
1582668409.5	-88.216	41.558	19795	151.1
1582668410.0	-88.216	41.557	19796	151.1
1582668410.5	-88.215	41.556	19796	151.1
1582668411.0	-88.214	41.555	19797	151.2
1582668411.5	-88.214	41.554	19797	151.2
1582668412.0	-88.213	41.554	19798	151.2
1582668412.5	-88.213	41.553	19798	151.1
1582668413.0	-88.212	41.552	19798	151.1
1582668413.5	-88.211	41.551	19798	151.1
1582668414.0	-88.211	41.550	19799	151.1
1582668414.5	-88.210	41.550	19799	151.1
1582668415.0	-88.209	41.549	19799	151.1
1582668415.5	-88.209	41.548	19799	151.1
1582668416.0	-88.208	41.547	19800	151.1
1582668416.5	-88.207	41.546	19800	151.1
1582668417.0	-88.207	41.546	19800	151.1
1582668417.5	-88.206	41.545	19800	151.1
1582668418.0	-88.206	41.544	19801	151.1
1582668418.5	-88.205	41.543	19801	151.1
1582668419.0	-88.204	41.542	19801	151.1
1582668419.5	-88.204	41.541	19801	151.1
1582668420.0	-88.203	41.541	19801	151.1
1582668420.5	-88.202	41.540	19801	151.1
1582668421.0	-88.202	41.539	19802	151.1
1582668421.5	-88.201	41.538	19802	151.1
1582668422.0	-88.200	41.537	19802	151.1
1582668422.5	-88.200	41.537	19802	151.2
1582668423.0	-88.199	41.536	19802	151.2
1582668423.5	-88.199	41.535	19802	151.3
1582668424.0	-88.198	41.534	19802	151.3
1582668424.5	-88.197	41.533	19802	151.3
1582668425.0	-88.197	41.533	19802	151.3
1582668425.5	-88.196	41.532	19802	151.4
1582668426.0	-88.195	41.531	19802	151.4
1582668426.5	-88.195	41.530	19802	151.4
1582668427.0	-88.194	41.529	19802	151.4
1582668427.5	-88.193	41.529	19802	151.4
1582668428.0	-88.193	41.528	19802	151.4
1582668428.5	-88.192	41.527	19802	151.4
1582668429.0	-88.191	41.526	19801	151.4
1582668429.5	-88.191	41.525	19801	151.5
1582668430.0	-88.190	41.525	19800	151.5
1582668430.5	-88.190	41.524	19800	151.5
1582668431.0	-88.189	41.523	19800	151.5
1582668431.5	-88.188	41.522	19800	151.5
1582668432.0	-88.188	41.521	19799	151.5
1582668432.5	-88.187	41.521	19799	151.5
1582668433.0	-88.186	41.520	19798	151.5
1582668433.5	-88.186	41.519	19798	151.4
1582668434.0	-88.185	41.518	19796	151.4
1582668434.5	-88.184	41.517	19796	151.4
1582668435.0	-88.184	41.516	19795	151.4
1582668435.5	-88.183	41.516	19795	151.4
1582668436.0	-88.183	41.515	19793	151.4
1582668436.5	-88.182	41.514	19793	151.4
1582668437.0	-88.181	41.513	19792	151.4
1582668437.5	-88.181	41.512	19792	151.4
1582668438.0	-88.180	41.512	19790	151.4
1582668438.5	-88.180	41.511	19790	151.4
1582668439.0	-88.179	41.510	19789	151.4
1582668439.5	-88.178	41.509	19789	151.4
1582668440.0	-88.178	41.508	19788	151.4
1582668440.5	-88.177	41.508	19788	151.4
1582668441.0	-88.176	41.507	19788	151.4
1582668441.5	-88.176	41.506	19788	151.4
1582668442.0	-88.175	41.505	19788	151.4
1582668442.5	-88.174	41.504	19788	151.4
1582668443.0	-88.174	41.504	19788	151.4
1582668443.5	-88.173	41.503	19788	151.4
1582668444.0	-88.172	41.502	19789	151.4
1582668444.5	-88.172	41.501	19789	151.4
1582668445.0	-88.171	41.500	19790	151.4
1582668445.5	-88.171	41.499	19790	151.4
1582668446.0	-88.170	41.499	19791	151.4
1582668446.5	-88.169	41.498	19791	151.5
1582668447.0	-88.169	41.497	19792	151.5
1582668447.5	-88.168	41.496	19792	151.6
1582668448.0	-88.168	41.495	19793	151.6
1582668448.5	-88.167	41.495	19793	151.6
1582668449.0	-88.166	41.494	19795	151.7
1582668449.5	-88.165	41.493	19795	151.7
1582668450.0	-88.165	41.492	19796	151.7
1582668450.5	-88.164	41.491	19796	151.7
1582668451.0	-88.163	41.491	19796	151.7
1582668451.5	-88.163	41.490	19796	151.7
1582668452.0	-88.162	41.489	19796	151.7
1582668452.5	-88.162	41.488	19796	151.7
1582668453.0	-88.161	41.487	19796	151.7
1582668453.5	-88.160	41.487	19796	151.7
1582668454.0	-88.160	41.486	19795	151.7
1582668454.5	-88.159	41.485	19795	151.7
1582668455.0	-88.159	41.484	19795	151.7
1582668455.5	-88.158	41.483	19795	151.7
1582668456.0	-88.157	41.482	19794	151.7
1582668456.5	-88.157	41.482	19794	151.7
1582668457.0	-88.156	41.481	19792	151.7
1582668457.5	-88.155	41.480	19792	151.7
1582668458.0	-88.155	41.479	19791	151.7
1582668458.5	-88.154	41.478	19791	151.7
1582668459.0	-88.153	41.478	19790	151.7
1582668459.5	-88.153	41.477	19790	151.8
1582668460.0	-88.152	41.476	19789	151.8
1582668460.5	-88.151	41.475	19789	151.8
1582668461.0	-88.151	41.474	19787	151.9
1582668461.5	-88.150	41.474	19787	151.9
1582668462.0	-88.150	41.473	19786	151.9
1582668462.5	-88.149	41.472	19786	151.9
1582668463.0	-88.148	41.471	19785	151.9
1582668463.5	-88.148	41.470	19785	151.9
1582668464.0	-88.147	41.469	19784	151.9
1582668464.5	-88.147	41.469	19784	152.0
1582668465.0	-88.146	41.468	19784	152.0
1582668465.5	-88.145	41.467	19784	152.0
1582668466.0	-88.145	41.466	19783	152.0
1582668466.5	-88.144	41.465	19783	152.0
1582668467.0	-88.143	41.465	19782	152.0
1582668467.5	-88.142	41.464	19782	152.0
1582668468.0	-88.142	41.463	19782	152.0
1582668468.5	-88.141	41.462	19782	152.0
1582668469.0	-88.141	41.461	19781	152.0
1582668469.5	-88.140	41.460	19781	152.0
1582668470.0	-88.139	41.460	19781	152.0
1582668470.5	-88.139	41.459	19781	152.0
1582668471.0	-88.138	41.458	19781	152.0
1582668471.5	-88.138	41.457	19781	152.0
1582668472.0	-88.137	41.456	19781	152.0
1582668472.5	-88.136	41.456	19781	152.0
1582668473.0	-88.136	41.455	19780	152.0
1582668473.5	-88.135	41.454	19780	152.0
1582668474.0	-88.134	41.453	19780	152.0
1582668474.5	-88.134	41.452	19780	152.0
1582668475.0	-88.133	41.451	19780	152.0
1582668475.5	-88.132	41.451	19780	152.0
1582668476.0	-88.132	41.450	19780	152.0
1582668476.5	-88.131	41.449	19780	152.0
1582668477.0	-88.130	41.448	19780	152.0
1582668477.5	-88.130	41.447	19780	152.0
1582668478.0	-88.129	41.447	19780	152.0
1582668478.5	-88.129	41.446	19780	152.0
1582668479.0	-88.128	41.445	19781	152.0
1582668479.5	-88.127	41.444	19781	152.0
1582668480.0	-88.127	41.443	19781	152.0
1582668480.5	-88.126	41.443	19781	152.0
1582668481.0	-88.126	41.442	19781	152.0
1582668481.5	-88.125	41.441	19781	152.0
1582668482.0	-88.124	41.440	19781	152.1
1582668482.5	-88.124	41.439	19781	152.1
1582668483.0	-88.123	41.438	19782	152.1
1582668483.5	-88.123	41.438	19782	152.1
1582668484.0	-88.122	41.437	19782	152.1
1582668484.5	-88.121	41.436	19782	152.1
1582668485.0	-88.121	41.435	19783	152.1
1582668485.5	-88.120	41.434	19783	152.2
1582668486.0	-88.119	41.434	19783	152.2
1582668486.5	-88.119	41.433	19783	152.2
1582668487.0	-88.118	41.432	19784	152.2
1582668487.5	-88.117	41.431	19784	152.2
1582668488.0	-88.117	41.430	19785	152.2
1582668488.5	-88.116	41.429	19785	152.2
1582668489.0	-88.115	41.429	19786	152.2
1582668489.5	-88.115	41.428	19786	152.2
1582668490.0	-88.114	41.427	19786	152.2
1582668490.5	-88.113	41.426	19786	152.2
1582668491.0	-88.113	41.425	19788	152.2
1582668491.5	-88.112	41.425	19788	152.1
1582668492.0	-88.112	41.424	19788	152.1
1582668492.5	-88.111	41.423	19788	152.1
1582668493.0	-88.110	41.422	19790	152.1
1582668493.5	-88.110	41.421	19790	152.1
1582668494.0	-88.109	41.420	19791	152.1
1582668494.5	-88.109	41.420	19791	152.1
1582668495.0	-88.108	41.419	19792	152.1
1582668495.5	-88.107	41.418	19792	152.2
1582668496.0	-88.107	41.417	19793	152.2
1582668496.5	-88.106	41.416	19793	152.2
1582668497.0	-88.106	41.416	19795	152.2
1582668497.5	-88.105	41.415	19795	152.2
1582668498.0	-88.104	41.414	19796	152.2
1582668498.5	-88.104	41.413	19796	152.2
1582668499.0	-88.103	41.412	19797	152.2
1582668499.5	-88.102	41.411	19797	152.2
1582668500.0	-88.102	41.411	19798	152.2
1582668500.5	-88.101	41.410	19798	152.2
1582668501.0	-88.100	41.409	19799	152.2
1582668501.5	-88.100	41.408	19799	152.2
1582668502.0	-88.099	41.407	19800	152.2
1582668502.5	-88.099	41.407	19800	152.2
1582668503.0	-88.098	41.406	19801	152.2
1582668503.5	-88.097	41.405	19801	152.2
1582668504.0	-88.097	41.404	19802	152.2
1582668504.5	-88.096	41.403	19802	152.2
1582668505.0	-88.095	41.402	19802	152.2
1582668505.5	-88.095	41.402	19802	152.3
1582668506.0	-88.094	41.401	19803	152.4
1582668506.5	-88.094	41.400	19803	152.5
1582668507.0	-88.093	41.399	19804	152.5
1582668507.5	-88.092	41.398	19804	152.6
1582668508.0	-88.092	41.398	19804	152.7
1582668508.5	-88.091	41.397	19804	152.9
1582668509.0	-88.091	41.396	19804	153.0
1582668509.5	-88.090	41.395	19804	153.2
1582668510.0	-88.089	41.394	19804	153.3
1582668510.5	-88.089	41.393	19804	153.5
1582668511.0	-88.088	41.393	19803	153.6
1582668511.5	-88.087	41.392	19803	153.8
1582668512.0	-88.087	41.391	19802	153.9
1582668512.5	-88.086	41.390	19802	154.1
1582668513.0	-88.086	41.389	19801	154.3
1582668513.5	-88.085	41.388	19801	154.5
1582668514.0	-88.084	41.388	19800	154.7
1582668514.5	-88.084	41.387	19800	154.9
1582668515.0	-88.083	41.386	19799	155.0
1582668515.5	-88.083	41.385	19799	155.1
1582668516.0	-88.082	41.384	19798	155.1
1582668516.5	-88.082	41.383	19798	155.1
1582668517.0	-88.081	41.383	19797	155.1
1582668517.5	-88.081	41.382	19797	155.1
1582668518.0	-88.080	41.381	19796	155.1
1582668518.5	-88.079	41.380	19796	155.1
1582668519.0	-88.079	41.379	19796	155.1
1582668519.5	-88.078	41.378	19796	155.1
1582668520.0	-88.078	41.378	19797	155.1
1582668520.5	-88.077	41.377	19797	155.0
1582668521.0	-88.076	41.376	19797	155.0
1582668521.5	-88.076	41.375	19797	155.0
1582668522.0	-88.075	41.374	19798	154.9
1582668522.5	-88.075	41.373	19798	154.9
1582668523.0	-88.074	41.373	19799	154.9
1582668523.5	-88.074	41.372	19799	154.8
1582668524.0	-88.073	41.371	19800	154.8
1582668524.5	-88.072	41.370	19800	154.8
1582668525.0	-88.072	41.369	19801	154.8
1582668525.5	-88.071	41.368	19801	154.8
1582668526.0	-88.071	41.368	19802	154.8
1582668526.5	-88.070	41.367	19802	154.8
1582668527.0	-88.070	41.366	19803	154.8
1582668527.5	-88.069	41.365	19803	154.8
1582668528.0	-88.068	41.364	19804	154.7
1582668528.5	-88.068	41.363	19804	154.7
1582668529.0	-88.067	41.363	19806	154.7
1582668529.5	-88.067	41.362	19806	154.7
1582668530.0	-88.066	41.361	19807	154.7
1582668530.5	-88.065	41.360	19807	154.7
1582668531.0	-88.065	41.359	19808	154.7
1582668531.5	-88.064	41.358	19808	154.7
1582668532.0	-88.064	41.358	19809	154.7
1582668532.5	-88.063	41.357	19809	154.8
1582668533.0	-88.063	41.356	19810	154.8
1582668533.5	-88.062	41.355	19810	154.8
1582668534.0	-88.062	41.354	19811	154.8
1582668534.5	-88.061	41.353	19811	154.8
1582668535.0	-88.060	41.353	19812	154.8
1582668535.5	-88.060	41.352	19812	154.8
1582668536.0	-88.059	41.351	19813	154.8
1582668536.5	-88.059	41.350	19813	154.8
1582668537.0	-88.058	41.349	19814	154.8
1582668537.5	-88.057	41.348	19814	154.8
1582668538.0	-88.057	41.348	19816	154.8
1582668538.5	-88.056	41.347	19816	154.8
1582668539.0	-88.056	41.346	19817	154.8
1582668539.5	-88.055	41.345	19817	154.8
1582668540.0	-88.054	41.344	19818	154.8
1582668540.5	-88.054	41.343	19818	154.8
1582668541.0	-88.054	41.343	19820	154.8
1582668541.5	-88.053	41.342	19820	154.8
1582668542.0	-88.052	41.341	19821	154.8
1582668542.5	-88.052	41.340	19821	154.9
1582668543.0	-88.051	41.339	19823	154.9
1582668543.5	-88.051	41.338	19823	154.9
1582668544.0	-88.050	41.338	19824	154.8
1582668544.5	-88.049	41.337	19824	154.7
1582668545.0	-88.049	41.336	19826	154.7
1582668545.5	-88.048	41.335	19826	154.6
1582668546.0	-88.048	41.334	19827	154.5
1582668546.5	-88.047	41.333	19827	154.4
1582668547.0	-88.046	41.333	19829	154.3
1582668547.5	-88.046	41.332	19829	154.2
1582668548.0	-88.045	41.331	19831	154.1
1582668548.5	-88.045	41.330	19831	154.0
1582668549.0	-88.044	41.329	19832	153.9
1582668549.5	-88.043	41.328	19832	153.9
1582668550.0	-88.043	41.328	19834	153.8
1582668550.5	-88.042	41.327	19834	153.7
1582668551.0	-88.042	41.326	19836	153.7
1582668551.5	-88.041	41.325	19836	153.6
1582668552.0	-88.041	41.324	19837	153.6
1582668552.5	-88.040	41.324	19837	153.5
1582668553.0	-88.039	41.323	19839	153.4
1582668553.5	-88.039	41.322	19839	153.4
1582668554.0	-88.038	41.321	19840	153.3
1582668554.5	-88.037	41.320	19840	153.3
1582668555.0	-88.037	41.319	19841	153.3
1582668555.5	-88.037	41.319	19841	153.2
1582668556.0	-88.036	41.318	19842	153.2
1582668556.5	-88.035	41.317	19842	153.1
1582668557.0	-88.035	41.316	19842	153.1
1582668557.5	-88.034	41.315	19842	153.0
1582668558.0	-88.033	41.315	19843	153.0
1582668558.5	-88.033	41.314	19843	152.9
1582668559.0	-88.032	41.313	19843	152.9
1582668559.5	-88.032	41.312	19843	152.9
1582668560.0	-88.031	41.311	19844	152.9
1582668560.5	-88.031	41.310	19844	152.8
1582668561.0	-88.030	41.310	19844	152.8
1582668561.5	-88.029	41.309	19844	152.8
1582668562.0	-88.029	41.308	19845	152.8
1582668562.5	-88.028	41.307	19845	152.8
1582668563.0	-88.027	41.306	19845	152.8
1582668563.5	-88.027	41.306	19845	152.8
1582668564.0	-88.026	41.305	19846	152.8
1582668564.5	-88.025	41.304	19846	152.8
1582668565.0	-88.025	41.303	19846	152.7
1582668565.5	-88.024	41.302	19846	152.7
1582668566.0	-88.024	41.302	19847	152.7
1582668566.5	-88.023	41.301	19847	152.7
1582668567.0	-88.022	41.300	19847	152.7
1582668567.5	-88.022	41.299	19847	152.6
1582668568.0	-88.021	41.298	19848	152.6
1582668568.5	-88.021	41.297	19848	152.6
1582668569.0	-88.020	41.297	19848	152.6
1582668569.5	-88.019	41.296	19848	152.5
1582668570.0	-88.019	41.295	19848	152.5
1582668570.5	-88.018	41.294	19848	152.5
1582668571.0	-88.018	41.293	19849	152.4
1582668571.5	-88.017	41.293	19849	152.4
